title;artist;genre;power;key;bpm
Digital’o’Rootz;No Finger Nails;Dub, Instru, Digital, ElectroDub;3;Em;70.0
Intro;P.A.F.;Dub, Instru, Digital, Blues;2;E;135.0
Sweet;P.A.F.;Dub, Instru, Digital, ElectroDub, Blues;2;Cm;96.0
Pacify;P.A.F.;Dub, Instru, Digital, ElectroDub, Blues;2;Bm;111.0
West Coast;P.A.F.;Dub, Instru, Digital, ElectroDub, Blues, Melodic;2;Fm;125.0
Indian Spirit feat. Bruno M.D.C;P.A.F., Brune MDC;Dub, Instru, Digital, ElectroDub, Blues;2;F#m;120.0
Stay Positive;Phoniandflore, Jereeko;Dub, Vocal, Digital, ElectroDub, Blues, Steppa;2;F#m;130.0
Under Dub meets Nanoub;P.A.F., Nanoub;Dub, Instru, Digital, ElectroDub, Blues;2;Fm;130.0
Tribal Roots;P.A.F.;Dub, Instru, Digital, ElectroDub, Blues;2;Eb;128.0
Deep Wise;P.A.F.;Dub, Instru, Digital, ElectroDub, Blues;3;Gm;120.0
Outro;P.A.F.;Dub, Instru, Digital, ElectroDub, Blues;2;F#m;135.0
Under Dub - Remix by Dub Machinist;P.A.F., Dub Machinist;Dub, Instru, Digital, ElectroDub, Dubstep;4;Fm;130.0
History - Remix by Nawak British;P.A.F., Nawak British;Dub, Instru, Digital, ElectroDub, Blues;2;F#m;130.0
Revelution;Cultural Soulja;Dub, Vocal, Sample, FR, Digital, ElectroDub;3;Em;137.0
Elevation time;Cultural Soulja;Dub, Instru, Digital, ElectroDub;3;Bm;137.0
Le Jour d'après;Cultural Soulja;Dub, Vocal, Sample, FR, Digital, ElectroDub;3;F#m;139.0
Le Sommeil des Coeurs;Cultural Soulja;Dub, Instru, Digital, ElectroDub;2;Em;133.0
Dread Talk;Cultural Soulja;Dub, Instru, Digital, ElectroDub, Steppa;3;Bm;131.0
Steppin Love;Cultural Soulja;Dub, Instru, Digital, ElectroDub, Steppa;3;Gm;138.0
Coercitiv Eksperyans;Cultural Soulja;Dub, Vocal, Sample, FR, Digital, ElectroDub;3;Am;136.0
Heavyness;Cultural Soulja;Dub, Vocal, Sample, Digital, ElectroDub;3;Bm;139.0
Kill list;Cultural Soulja;Dub, Vocal, Sample, FR, Digital, ElectroDub, Progressive;3;Em;131.0
Whekheart Disaster;Cultural Soulja;Dub, Vocal, Sample, FR, Digital, ElectroDub;2;C#m;135.0
Bow Low;Ghana Sound System, Mc Joss;Dub, Vocal, Digital, Electrodub;3;Dm;110.0
Salazar's Awakening;Ghana Sound System;Dub, Vocal, Sample, Digital, ElectroDub;3;Em;101.0
Mystical Warriors;Ghana Sound System;Dub, Instru, Digital, ElectroDub;3;Eb;114.0
Last Warriors ft Mathis;Ghana Sound System, Mathis;Dub, Vocal, Digital, ElectroDub;3;Dm;139.0
The Coming;Ghana Sound System;Dub, Instru, Digital, ElectroDub, Steppa;3;Gm;70.0
King's Army Fears Nothing;Ghana Sound System;Dub, Instru, Digital, ElectroDub;2;G#m;130.0
Last Warriors ft Mathis [Ghana Sound remix];Ghana Sound System, Mathis;Dub, Vocal, Digital, ElectroDub;3;Dm;139.0
Kill Babylon;Ghana Sound System;Dub, Instru, Digital, ElectroDub;3;G#m;136.0
L'Oeil de Ghana;Ghana Sound System;Dub, Instru, Digital, ElectroDub, Steppa;4;Ebm;70.0
High Bow [Atlas Dub N T-Horns RMX];Ghana Sound System, Mc Joss, Atlas Dub, T-Horns;Dub, Vocal, Digital, Electrodub;3;Dm;110.0
Bad People;Anawak Lab;Dub, Instru, Digital, ElectroDub, Steppa;3;Dm;135.0
Bad Dub;Anawak Lab;Dub, Instru, Digital, ElectroDub, Steppa;3;Dm;135.0
Tiangou;Skunk Kut;Dub, Instru, Digital, ElectroDub, Steppa;4;Gm;70.0
Subatomic;Skunk Kut;Dub, Instru, Digital, ElectroDub, Steppa, Heavy;4;F#m;122.0
Jaelousy;Skunk Kut, Janiss Anton;Dub, Vocal, Digital, ElectroDub, Steppa;4;Ebm;75.0
Seed of Dub;Skunk Kut;Dub, Instru, Digital, ElectroDub, Steppa;3;Bm;70.0
Easy Life Steppa;Skunk Kut, Mr Monkye D, Politricks;Dub, Vocal, Digital, ElectroDub, Steppa;3;Gm;138.0
Headache;Skunk Kut;Dub, Vocal, Sample, FR, Digital, ElectroDub, Steppa;4;Gm;130.0
Novodub;Projet Nova 6;Dub, Instru, Digital, ElectroDub;2;Am;75.0
Purple Journey - DubbyTek Remix;Projet Nova 6, DubbyTek;Dub, Vocal, Digital, ElectroDub;3;Fm;84.0
Haters;Projet Nova 6;Dub, Vocal, Sample, FR, Digital, ElectroDub, Steppa;4;Am;80.0
Sweet Journey - P.A.F Remix;Projet Nova 6, P.A.F.;Dub, Vocal, Sample, Digital, ElectroDub, Steppa;2;Fm;83.0
Snowy Forest;Projet Nova 6;Dub, Vocal, Sample, FR, Digital, ElectroDub, Steppa;3;Bm;75.0
Doppler;Projet Nova 6;Dub, Vocal, Sample, Digital, ElectroDub, Chill;2;Fm;98.0
Shandrilla;Projet Nova 6;Dub, Vocal, Digital, ElectroDub, Chill;2;Am;75.0
Progressive;Projet Nova 6;Dub, Instru, Digital, ElectroDub, Progressive;2;Am;73.0
Shriiland;Projet Nova 6;Dub, Instru, Digital, ElectroDub;3;Gm;73.0
Evil Spirit;Projet Nova 6;Dub, Vocal, Sample, FR, Digital, ElectroDub;2;Em;73.0
One More Time Again;Projet Nova 6;Dub, Vocal, Digital, ElectroDub;2;Em;80.0
Siredwars;Projet Nova 6;Dub, Vocal, Digital, ElectroDub, Steppa;3;Am;73.0
Maelstrom;DuBoLoGy;Dub, Instru, Digital, Steppa;2;Cm;129.0
Enter the Winter;DuBoLoGy, PhOniAndFlOrE;Dub, Instru, Digital, ElectroDub, Steppa, Heavy;4;Em;130.0
Pandora;DuBoLoGy;Dub, Instru, Digital, Melodic;2;Fm;138.0
Limitless;DuBoLoGy;Dub, Instru, Digital, Melodic, Steppa;3;Fm;78.0
Sitadica;DuBoLoGy;Dub, Instru, Digital;2;G#m;139.0
Mystical;DuBoLoGy;Dub, Instru, Digital;2;Em;139.0
Octobud;DuBoLoGy;Dub, Instru, Digital, ElectroDub;3;Dm;139.0
Fall in Dub;DuBoLoGy;Dub, Instru, Digital, ElectroDub, Steppa;2;Ebm;70.0
Enigma;DuBoLoGy;Dub, Instru, Digital, ElectroDub, Steppa;3;Am;138.0
Major Crisis;DuBoLoGy;Dub, Instru, Digital, ElectroDub;3;Em;139.0
Night birds wakes up;Natural High Dubs;Dub, Instru, Digital, ElectroDub, Steppa;4;Dm;135.0
When the moon is shining;Natural High Dubs;Dub, Instru, Digital, ElectroDub, Steppa;3;10m;67.999725
Cyborg Mantra rework;Loba;Dub, Vocal, Digital, ElectroDub, Steppa;3;Bbm;98.0
Go Inside;Loba, Dubbaker;Dub, Instru, Digital, ElectroDub, Steppa;4;Fm;120.0
Synth Attack;Loba;Dub, Instru, Digital, ElectroDub, Steppa;4;Gm;75.0
Roots Mantra;Loba;Dub, Vocal, Digital, ElectroDub;3;Am;118.0
The Dubbusters;Loba, Radadub;Dub, Instru, Digital, ElectroDub, Steppa;4;Em;75.0
Indian Rain - Loba Remix;Loba, FootPrint System;Dub, Vocal, Digital, ElectroDub, Steppa;4;Ebm;125.0
City of Sunlands;Joseph Jossy Jo;Dub, Instru, Digital, ElectroDub, Steppa;3;Dm;70.0
Air my breath;Joseph Jossy Jo;Dub, Vocal, Digital, ElectroDub;2;Am;70.0
Air my breath - Antipod Record Remix;Joseph Jossy Jo, Antipod Record;Dub, Instru, Digital, ElectroDub;2;Am;70.0
Good Vibrations;Joseph Jossy Jo, Nasambu;Dub, Vocal, Digital, ElectroDub;3;Ebm;130.0
Never catch up my soul ;Joseph Jossy Jo, Rosa Shanti;Dub, Vocal, Digital, ElectroDub, Steppa;3;Am;138.0
La Pierre - Dreadsquad remix;Josseph Jossy Jo, Jo Kalme, Dreadsquad;Reggae, Vocal, FR, Dub, Steppa;3;Cm;70.0
What a Long Day;Sumac Dub, The Maucal's;Dub, Vocal, Digital, Reggae;2;Cm;130.0
Rise Up;Sumac Dub, The Maucal's;Dub, Vocal, Digital, Reggae;3;Gm;122.0
Trigger;Sumac Dub, The Maucal's;Dub, Vocal, Digital, Reggae;3;Bm;101.0
Girl Don't Cut Me Loose;Sumac Dub, The Maucal's;Reggae, Vocal, Digital;2;Em;75.0
Present From Present;Sumac Dub, The Maucal's;Dub, Vocal, Digital, Reggae;2;Em;72.0
City Noises;Sumac Dub, The Maucal's;Dub, Vocal, Digital, Reggae;3;Cm;137.0
Imminente Departure;Sumac Dub, The Maucal's;Dub, Vocal, Digital;2;Am;120.0
Ancient Knowledge;Aywaken;Dub, Instru, Digital, Steppa;2;F#m;125.0
Delayrium Vision;Aywaken;Dub, Instru, Digital, ElectroDub;4;Dm;70.0
Wild Bass Curry;Aywaken, 60Z;Dub, Vocal, Digital, ElectroDub, Heavy;4;Cm;70.0
Acid E.T. Feat. DJI;Aywaken, Dji;Dub, Instru, Digital, ElectroDub, DubTek, Progressive;3;Gm;75.0
Barodub - bonus;Aywaken;Dub, Instru, Digital, ElectroDub;3;Fm;73.0
Wild Bass Curry - 60RZ Rmx - bonus;Aywaken;Dub, Vocal, Digital, ElectroDub, Heavy;4;Em;70.0
Soleil Cybernétique Feat. The Ambientalist;Aywaken, The Ambientalist;Dub, Instru, Digital, ElectroDub;2;Bm;138.0
Eastern Flavour;Aywaken;Dub, Instru, Digital, ElectroDub;3;Em;70.0
Metallik Dub;Aywaken;Dub, Instru, Digital, ElectroDub, Rock;3;G#m;102.0
Virtual Jungle Feat. Didge Reesby;Aywaken, Didge Reesby;Dub, Instru, Digital, ElectroDub;3;C#m;138.0
Initiation Ritual;Aywaken;Dub, Instru, Digital, ElectroDub;3;Em;135.0
Zögnölt Tarni;Aywaken;Dub, Vocal, Digital, ElectroDub;3;G#m;104.0
Baromètre Feat. Dayo;Aywaken, Dayo;Dub, Vocal, FR, Digital, ElectroDub, Rap;3;Fm;73.0
Cosmos Tape Feat. Step High;Aywaken, Step High;Dub, Vocal, Digital, ElectroDub;2;G#m;134.0
Raash;Ecotone;Dub, Instru, Digital, ElectroDub;3;Em;135.0
Three;Ecotone;Dub, Instru, ElectroDub, Dubstep;3;G#m;132.0
Fight'In;Ecotone;Dub, Vocal, ElectroDub;3;Em;135.0
Under The Earth;Ecotone;Dub, Instru, ElectroDub;3;Em;137.0
Suffer;Ecotone;Other, Electro, Vocal, Sample, FR;2;Am;120.0
Got to Go;P.A.F., I-BEL;Dub, Vocal, Digital, Reggae;1;Am;71.0
Burn a Splif;Warbass Dub, I-BEL;Dub, Vocal, Digital, ElectroDub;3;Am;140.0
Lift;Warbass Dub, I-BEL;Dub, Vocal, Digital, ElectroDub, Heavy;4;C#m;139.0
Bonus Dub Track;I-BEL;Dub, Instru, Digital, ElectroDub, Heavy;4;C#m;139.0
Tribal Warrior;Metta Frequencies;Dub, Vocal, Digital, ElectroDub;3;Fm;118.0
Kingdom Gates;Metta Frequencies;Dub, Instru, Digital;3;Ebm;120.0
Kingdom Dub Gates;Metta Frequencies;Dub, Instru, Digital;2;Ebm;120.0
Jah Light;Metta Frequencies;Dub, Instru, Digital, Steppa;3;Gm;135.0
Jah Light Dub;Metta Frequencies;Dub, Instru, Digital, Steppa;3;Eb;135.0
Full of Magic;Metta Frequencies;Dub, Vocal, Sample, Digital, Steppa;3;Bm;79.0
Full of Dub;Metta Frequencies;Dub, Instru, Digital, Steppa;3;F#m;79.0
Turn to the East;Metta Frequencies;Dub, Instru, Digital;3;Em;80.0
Dub to the East;Metta Frequencies;Dub, Instru, Digital;3;Em;80.0
Lord of War - Mc Joss feat Artz;Rafik Sound System, Mc Joss, Artz;Dub, Vocal, Digital;3;Fm;130.0
Partenaire Particulier;Rafik Sound System;Dub, Instru, Steppa;3;Gm;73.0
Mentaly - Mc Joss;Rafik Sound System;Dub, Vocal, Steppa, Digital, ElectroDub;4;Gm;131.0
Cooked Malt feat Phoniandflore;Rafik Sound System, Phoniandflore;Dub, Instru, Digital, Steppa;3;Fm;101.0
Moon Key Attack - Police tribute feat Mc Joss;Rafik Sound System, Mc Joss;Dub, Vocal, Digital, Electrodub, Steppa;2;Am;70.0
Lord of Dub;Rafik Sound System;Dub, Instru, Digital;3;Fm;130.0
Mélodika Particulier;Rafik Sound System;Dub, Instru, Digital, Steppa;3;Gm;73.0
Dub Mental;Rafik Sound System, Mc Joss;Dub, Vocal, Digital, ElectroDub;3;Gm;131.0
Cooked Malt - Phoniandflore Remix;Rafik Sound System, Phoniandflore;Dub, Instru, ElectroDub, Steppa;2;Fm;136.0
Monkey Attack feat Ras Kenroll;Rafik Sound System, Ras Kenroll;Dub, Instru, Digital, Steppa;3;Fm;70.0
Apodub Drumcut feat Ras Kenroll;Rafik Sound System, Ras Kenroll;Dub, Instru, ElectroDub, Other;2;G#m;125.0
Fantasy Dub;Dawood Sound System;Dub, Instru, Digital, Melodic;3;Fm;70.0
Levan's Dub;Dawood Sound System;Dub, Vocal, Digital, Steppa;3;Fm;124.0
Levan's Dub - Remix by Reverse Side Sound;Dawood Sound System;Dub, Vocal, Digital, ElectroDub;3;Bbm;124.0
The Wooden Samourai;Dawood Sound System;Dub, Instru, Digital, Steppa;3;Gm;137.0
The Dubbing Samourai;Dawood Sound System, Le Lab;Dub, Instru, Digital, ElectroDub, Steppa;3;Gm;137.0
Skreamin;Dawood Sound System;Dub, Instru, Digital, ElectroDub, Heavy;4;Eb;70.0
Skreamin Dub;Dawood Sound System;Dub, Instru, Digital, ElectroDub, Heavy;4;Eb;70.0
Dub Travel;Maka Baobab;Dub, Instru, Digital, ElectroDub, Didgeridoo;2;Dm;75.0
Imperial Negus;Maka Baobab;Dub, Instru, Digital;3;Cm;120.0
Tree Skank;Maka Baobab;Dub, Instru, Digital, ElectroDub, Uptempo;3;Fm;85.0
Don't Shoot Dub ft. Tillabery & Silvia;Maka Baobab, Tillabery, Silvia;Dub, Vocal, Digital, ElectroDub;2;Am;70.0
Moon Attack;Maka Baobab;Dub, Instru, Digital, ElectroDub, Steppa;3;Bbm;70.0
Moon Attraction ft. Mighty Patch (Sax Remix);Maka Baobab, Mighty Patch;Dub, Instru, Digital, ElectroDub, Steppa;3;Bbm;70.0
Iyah;Maka Baobab;Dub, Vocal, Digital, ElectroDub, Didgeridoo, Steppa;3;Em;77.0
Digyska;Maka Baobab;Dub, Instru, Digital, ElectroDub;3;Gm;70.0
Purification;Maka Baobab;Dub, Vocal, Digital, ElectroDub;3;Gm;70.0
Danse Macabre ft. N-Tone;Maka Baobab, N-Tone;Dub, Vocal, Sample, FR, Digital, ElectroDub;3;Bbm;70.0
Seed War;Maka Baobab;Dub, Instru, Digital, ElectroDub, Steppa;3;Dm;78.0
Looking To The Sky ft. Dandelion - Reedit;Maka Baobab, Dandelion;Dub, Vocal, Digital, ElectroDub, Uptempo;3;Fm;83.0
Ras Captain Dub - Reedit;Maka Baobab;Dub, Instru, Digital, ElectroDub, Steppa;4;Fm;83.0
Saraswati Dub Mantra;Maka Baobab;Dub, Vocal, Digital, ElectroDub, Steppa;3;Fm;73.0
Katanah ft. Cash Flow;Maka Baobab, Cash Flow;Dub, Vocal, Digital, ElectroDub;2;Ebm;130.0
Katanah Dub;Maka Baobab;Dub, Instru, Digital, ElectroDub;2;Ebm;130.0
5 Tam Tam;Maka Baobab;Dub, Instru, Digital, ElectroDub, Heavy;3;Em;73.0
Intro;Phoniandflore;Dub, Instru, Digital, ElectroDub, Steppa;3;Gm;81.0
Java Vershan Meets Mighty Patch & Sim RDH;Phoniandflore, Mighty Patch, Sim RDH;Dub, Instru, Digital, ElectroDub;3;Bbm;77.0
Ever Dub;Phoniandflore;Dub, Instru, Digital, ElectroDub, Steppa;4;Em;77.0
Poor People Feat. MC Joss;Phoniandflore, Mc Joss;Dub, Vocal, Digital, ElectroDub, Steppa;3;Fm;75.0
UK Step;Phoniandflore;Dub, Instru, Digital, ElectroDub, Steppa;3;Em;128.0
Echo Feat. Ras KenRoll;Phoniandflore, Ras KenRoll;Dub, Instru, Digital, ElectroDub, Steppa;3;Gm;78.0
Babylon Fail;Phoniandflore;Dub, Instru, Digital;3;Dm;120.0
Mystical Dub;Phoniandflore;Dub, Instru, Digital, ElectroDub;2;Em;76.0
True Life Feat. Bruno MDC;Phoniandflore, Bruno MDC;Dub, Instru, Digital, ElectroDub;3;Bm;70.0
Ice Dub;Phoniandflore;Dub, Instru, Digital, ElectroDub;3;Gm;128.0
Deep;Phoniandflore;Dub, Instru, Digital, ElectroDub, Steppa;3;Cm;137.0
Freedom;Phoniandflore;Dub, Instru, Digital, ElectroDub;3;C#m;136.0
Shanti Dub feat. Wisemani;Hightai, Wisemani;Reggae, Instru, Other;2;Em;113.0
Sula;Hightai;Dub, Vocal, Digital;2;Am;80.0
The Gate;Hightai;Dub, Instru, Digital;2;Gm;70.0
War and Crime feat. Ras Mac Bean;Hightai, Ras Mac Bean;Reggae, Vocal, Digital;2;Ebm;88.0
String Tide;Hightai;Dub, Digital, Instru, ElectroDub;2;B;76.0
Rumors feat. Carlton Livingston;Hightai, Carlton Livingston;Reggae, Vocal, Other;2;Ebm;96.0
The Shield;Apoo Steppa;Dub, Instru, Digital, ElectroDub, Steppa;3;Fm;73.0
Xerses;Apoo Steppa;Dub, Instru, Digital, ElectroDub, Steppa;3;G#m;136.0
Insurection Dub;Apoo Steppa;Dub, Instru, Digital, ElectroDub, Steppa;2;Gm;70.0
Black Smith;Apoo Steppa;Dub, Instru, Digital, ElectroDub, Steppa;3;Em;70.0
Protect The King;Apoo Steppa;Dub, Instru, Digital, ElectroDub, Steppa;2;Gb;73.0
A big familia Meets Rikashi;Natural Skankers, Rikashi;Dub, Instru, ElectroDub;3;Em;115.0
Batallas en el Desierto;Natural Skankers;Dub, Instru, ElectroDub;3;Am;125.0
Synthetic Dub;Natural Skankers;Dub, Instru, ElectroDub;3;Em;135.0
Atomo;Natural Skankers;Dub, Instru, ElectroDub;3;Em;129.0
Seaside Camp;Don Alduck;Dub, Instru, Digital;1;Bm;114.0
High Runner;Don Alduck;Dub, Instru, Digital, Progressive;2;Ebm;88.0
Carny Day;Don Alduck;Dub, Instru, Digital, Progressive;2;Fm;80.0
Morning Song;Don Alduck;Dub, Instru, Digital;2;Bbm;136.0
Invest Your Money ft Hemanifezt;Don Alduck, Hemanifezt;Dub, Vocal, Digital;2;Gm;75.0
Wan Star;Don Alduck;Dub, Instru, Digital, ElectroDub;2;Ab;70.0
Love Shackalak;Izmo;Dub, Instru, Digital, Reggae, Ska;3;Gm;133.0
Marijuana;Izmo;Dub, Vocal, Digital, Reggae;2;Fm;70.0
Trod Along;Izmo, Preecha Kongo;Dub, Vocal, Digital, ElectroDub, Reggae;2;Bm;82.0
Bang Bang (Izmo remix);Nancy Sinatra;Dub, Vocal, Digital, ElectroDub, Reggae, Other;3;Fm;107.0
Intro;Hydrolik;Dub, Instru, Digital, Steppa;2;Am;70.0
The Cultra;Hydrolik;Dub, Vocal, Digital;2;Am;120.0
Horns Of Babylon;Hydrolik, Artz;Dub, Instru, Digital, Steppa;3;Em;130.0
Church Bell Stepper;Hydrolik;Dub, Instru, Digital, ElectroDub;3;Fm;75.0
The Mighty One;Hydrolik;Dub, Instru, Digital, ElectroDub, Steppa;3;B;130.0
Walk with the Hens;Projet Nova 6;Dub, Instru, Digital, ElectroDub;2;Am;135.0
Doom;Projet Nova 6;Dub, Instru, Digital, ElectroDub;3;Fm;75.0
Tension;Projet Nova 6;Dub, Instru, Digital, ElectroDub;3;Am;120.0
Dub'n Funk;Projet Nova 6;Dub, Instru, Digital, ElectroDub;2;Em;95.0
Mécanisme;Projet Nova 6;Dub, Instru, Digital, ElectroDub;2;Fm;70.0
Syriah X Dub feat Niimo;Phaz-M Dub, Niimo;Dub, Instru, Digital;2;Gm;74.0
Seïsen;Phaz-M Dub;Dub, Instru, Digital;2;Dm;74.0
Rev-Earth;Phaz-M Dub;Dub, Instru, Digital;1;Gm;76.0
Imamyard'hubb feat Niimo;Phaz-M Dub, Niimo;Dub, Vocal, Digital;1;G#m;79.0
Imamyard'hubb - part 2;Phaz-M Dub;Dub, Instru, Digital;2;Bbm;80.0
System;Phaz-M Dub;Dub, Instru, Digital;2;Fm;84.0
Empire Dub;Phaz-M Dub;Dub, Instru, Digital;2;Fm;70.0
Dub Heroes;Phaz-M Dub;Dub, Instru, Digital;2;Am;81.0
Médicinale;Docteur Ganjah;Dub, Vocal, Digital, ElectroDub, Steppa;3;Ebm;72.0
Medicago Sativa;Docteur Ganjah;Dub, Instru, Digital, ElectroDub;3;G#m;73.0
Mullaca;Docteur Ganjah;Dub, Instru, Digital, ElectroDub;3;F#m;73.0
Suma;Docteur Ganjah;Dub, Instru, Digital, ElectroDub;3;C#m;73.0
CBD;Docteur Ganjah;Dub, Instru, Digital, Steppa;3;Gm;73.0
Médicinale - Remix by Dubbytek;Docteur Ganjah, Dubbytek;Dub, Vocal, Digital, ElectroDub, Steppa;3;Ebm;72.0
I-Culture;Cultural Soulja;Dub, Vocal, Sample, FR, Digital, ElectroDub;4;F#m;137.0
International Sound;Cultural Soulja;Dub, Vocal, Digital, ElectroDub;3;C#m;138.0
Sub Versus;Cultural Soulja;Dub, Instru, Digital, ElectroDub;3;G#m;137.0
Reverse Engineering;Cultural Soulja;Dub, Instru, Digital, ElectroDub;3;G#m;137.0
Dreadfull Dub;Cultural Soulja;Dub, Vocal, Digital, ElectroDub;4;E;70.0
Babylon Diffraction;Cultural Soulja;Dub, Vocal, Sample, Digital, ElectroDub;3;C#m;138.0
Dub Axiome;Cultural Soulja;Dub, Vocal, Digital, ElectroDub;3;G#m;131.0
Dub Arabian;Dryland;Dub, Vocal, Digital;2;C#m;85.0
Keep and Fighting feat VLion;Dryland;Dub, Vocal, Digital, Reggae;2;F#m;70.0
Wake Up;Dryland;Dub, Vocal, Digital, Reggae;2;Ebm;124.0
Ethno Dub;Dryland;Dub, Instru, Digital;2;Cm;90.0
Song Of Melodica;Dryland;Dub, Instru, Digital, Melodica;2;Fm;83.0
Mahishasura;Dryland;Dub, Vocal, Digital;2;Dm;130.0
Another Planet;Dryland;Dub, Instru, Digital, Melodic;2;Em;79.0
Welcome to Di Supa;Mad Skanker;Dub, Instru, Digital, ElectroDub;4;Bbm;133.0
Supascoop Exploration;Mad Skanker;Dub, Instru, Digital, ElectroDub;3;Fm;122.0
Mystical Ventilation;Mad Skanker;Dub, Instru, Digital, ElectroDub, Steppa;4;Ebm;134.0
Dub Ventilation;Mad Skanker;Dub, Instru, Digital, ElectroDub;3;Fm;70.0
Mad Skanking;Mad Skanker;Dub, Instru, Digital, ElectroDub, Melodic, Steppa;4;Ab;82.0
Ninjah Riddim;Nawak British;Dub, Instru, Digital, Melodic;2;Dm;70.0
Yang Tse Kiang;Nawak British;Dub, Instru, Digital;2;Cm;75.0
Mr Fudji;Nawak British;Dub, Instru, Digital, Melodic;2;Eb;75.0
Bulla (Sumac Dub remix);Markus and Shahzad, Sumac Dub;Dub, Vocal, Mélodique;3;Am;132.0
Careful Version;Marshall Neeko;Dub, Instru, Digital, Riddim;2;Ebm;73.0
Pressure Version;Marshall Neeko;Dub, Instru, Digital, Riddim;2;Cm;86.0
Protect Us Version;Marshall Neeko;Dub, Instru, Digital, Riddim;2;Am;71.0
Ninja Version;Marshall Neeko;Dub, Instru, Digital, Riddim;2;Am;86.0
Fire Version;Marshall Neeko;Dub, Instru, Digital, Riddim;2;Gm;84.0
All I Can See Version;Marshall Neeko;Dub, Instru, Digital, Riddim;2;Dm;81.0
Rude Boy General Version;Marshall Neeko;Dub, Instru, Digital, Riddim;2;Cm;82.0
King Jah Jah Version;Marshall Neeko;Dub, Instru, Digital, Riddim;2;Bbm;86.0
Street Wise Version;Marshall Neeko;Dub, Instru, Digital, Riddim;2;Gm;76.0
Cookie Jar Version;Marshall Neeko;Dub, Instru, Digital, Riddim;2;G#m;80.0
Ram Dancehall Version;Marshall Neeko;Dub, Instru, Digital, Riddim;2;Ebm;73.0
Don't Run Away Version;Marshall Neeko;Dub, Instru, Digital, Riddim;2;Fm;70.0
Hail Tafari Version;Marshall Neeko;Dub, Instru, Digital, Riddim;2;Am;134.0
Self Defense Version;Marshall Neeko;Dub, Instru, Digital, Riddim;2;F#m;79.0
The Promised Land Version;Marshall Neeko;Dub, Instru, Digital, Riddim;2;F;128.0
Worries In The Dance Version;Marshall Neeko;Dub, Instru, Digital, Riddim;2;G#m;70.0
No Gun A Rise Version;Marshall Neeko;Dub, Instru, Digital, Riddim;2;Eb;86.0
Life Don't Easy Version;Marshall Neeko;Dub, Instru, Digital, Riddim;2;Cm;87.0
Massilia Hi-Fi ft Baltimores - Stand up strong;Massilia Hi-Fi, Baltimores;Dub, Vocal, Digital, ElectroDub;2;G#m;135.0
Massilia Hi-Fi ft Baltimores - Stand up strong;Massilia Hi-Fi, Baltimores;Dub, Vocal, Digital, ElectroDub;3;G#m;135.0
Massilia Hi-Fi - Stand up strong instrumental;Massilia Hi-Fi, Baltimores;Dub, Instru, Digital, ElectroDub;3;G#m;135.0
Reck Ya Neck - ft Mowgly;Massilia Hi-Fi, Mezcal, Mowgly, Dedoo;Dub, Vocal, Digital;3;;127.99913
Armagedon - ft Mowgly;Massilia Hi-Fi, Mezcal, Mowgly, Dedoo;Dub, Vocal, Digital;2;;62.500015
Searching Dub - ft Mowgly;Massilia Hi-Fi, Mezcal, Mowgly, Dedoo;Dub, Vocal, Digital;2;;67.00013
Improduction Dub;Massilia Hi-Fi, Mezcal, Mowgly, Dedoo;Dub, Instru, Digital;3;;202.499878
L'Arène Du Dub;AlexROP, Smerz, Mercy, Jossman;Dub, Instru, Steppa;3;;156.000366
J'Dub;Mercy, Jossman, Weedo, Missah;Dub, Vocal, FR, Digital;3;;175.999557
Ca Joue (melodica cut);KingFly, Mercy;Dub, Instru, Digital;3;;172.000214
Piles De Fric;Mercy, Phil, Morzion;Dub, Vocal, FR, Digital;3;;75.108971
Norme Dub;Mercy, Elijah, Cody, Lo;Dub, Instru;3;;80.116402
Ca Malmène;Mercy, Jojo Irie Smile;Dub, Vocal, FR, Digital;3;;172.250183
Dans L'Arène;Mercy, Jossman;Dub, Vocal, FR, Digital;3;;78.113449
La Norme;Mercy, Lo, Elijah, Cody;Dub, Vocal, FR;3;;160.232666
Spiritu Hieratique;Mercy, MC Jubos, Moîse The Dude, Crazy;Dub, Vocal, Slow;2;;57.49995
Piles De Dub;Mercy, Phil, Morzion;Dub, Vocal, Digital;3;;74.999969
Assez;Mercy, Ryon;Dub, Vocal, FR, Digital;2;;148.215149
Du Dub;Mercy, Ryon;Dub, Instru, Digital;2;;148.000351
J'Kill;Mercy, Misah, Weedo;Dub, Vocal, FR, Digital;3;;176.255203
Sound System feat. Baltimores & Elijah;Mercy, Baltimores, Elijah;Dub, Vocal, Digital;2;;69.999741
L'Envie Des Hommes feat. Papa Crazy & Elijah;Mercy, Papa Crazy, Elijah;Dub, Vocal, Sample, FR, Digital;2;;70.000114
Fresh Melody feat. Lo;Mercy, Lo;Dub, Instru, Melodic;3;;149.999832
Mind Slavery RMX feat. Sista Bethsabée;Mercy, Sista Bethsabée;Dub, Vocal, Digital;3;;150.000061
Maryjane feat. G-Rhyme General;Mercy, G-Rhyme General;Dub, Vocal, Digital;3;;154.999603
Deep Horns feat. Smerz & Alex;Mercy, Smerz, Alex;Dub, Instru, Digital;2;;134.0
I Feel Bad In Your City feat. Daman, Jacko & Jeremy Turpin;Mercy, Daman, Jacko, Jeremy Turpin;Dub, Vocal, Digital;2;;63.499847
